fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2019-10-15,58.0,1306.0,65.0,1,1157.0,18.0,83.0,51.0,26.0
2019-10-16,44.0,1171.0,48.0,0,758.0,20.0,234.0,71.0,17.0
2019-10-17,44.0,1186.0,115.0,0,1258.0,11.0,116.0,82.0,19.0
2019-10-18,50.0,1250.0,111.0,0,1344.0,48.0,81.0,38.0,27.0
2019-10-19,40.0,1255.0,71.0,0,2020.0,5.0,384.0,78.0,32.0
2019-10-20,38.0,1082.0,106.0,0,2084.0,57.0,382.0,43.0,32.0
2019-10-21,40.0,1175.0,121.0,1,2017.0,9.0,200.0,29.0,24.0
2019-10-22,62.0,1296.0,44.0,0,1656.0,50.0,34.0,19.0,23.0
2019-10-23,53.0,1236.0,138.0,0,932.0,98.0,35.0,49.0,28.0
2019-10-24,61.0,1225.0,119.0,0,491.0,97.0,378.0,23.0,31.0
2019-10-25,47.0,1238.0,39.0,1,968.0,64.0,71.0,76.0,19.0
2019-10-26,60.0,1308.0,75.0,0,2020.0,85.0,451.0,41.0,31.0
2019-10-27,51.0,1286.0,51.0,1,675.0,95.0,251.0,49.0,16.0
2019-10-28,51.0,1272.0,116.0,0,1812.0,99.0,424.0,112.0,36.0
2019-10-29,42.0,1264.0,105.0,1,1713.0,42.0,140.0,24.0,29.0
2019-10-30,47.0,1194.0,47.0,0,831.0,93.0,156.0,37.0,31.0
2019-10-31,54.0,1226.0,74.0,0,1193.0,20.0,236.0,83.0,14.0
2019-11-01,57.0,1330.0,150.0,0,1995.0,65.0,25.0,44.0,30.0
2019-11-02,63.0,1221.0,111.0,0,1733.0,56.0,96.0,118.0,24.0
2019-11-03,44.0,1259.0,108.0,0,695.0,81.0,159.0,72.0,35.0
2019-11-04,54.0,1263.0,49.0,1,1087.0,29.0,327.0,39.0,21.0
2019-11-05,55.0,1189.0,138.0,1,1709.0,5.0,4.0,57.0,16.0
2019-11-06,51.0,1177.0,54.0,0,1219.0,0.0,242.0,43.0,11.0
2019-11-07,48.0,1306.0,112.0,1,1598.0,71.0,337.0,62.0,28.0
2019-11-08,52.0,1322.0,129.0,0,792.0,60.0,287.0,44.0,13.0
2019-11-09,54.0,1210.0,123.0,0,1591.0,53.0,437.0,56.0,28.0
2019-11-10,48.0,1293.0,108.0,0,1101.0,41.0,318.0,84.0,21.0
2019-11-11,47.0,1309.0,112.0,0,1295.0,90.0,462.0,15.0,31.0
2019-11-12,55.0,1286.0,118.0,0,1641.0,29.0,225.0,8.0,16.0
2019-11-13,49.0,1256.0,150.0,0,837.0,12.0,291.0,68.0,17.0
2019-11-14,62.0,1113.0,117.0,1,530.0,12.0,269.0,84.0,10.0
2019-11-15,48.0,1389.0,102.0,0,295.0,28.0,426.0,73.0,23.0
2019-11-16,46.0,1288.0,106.0,1,634.0,76.0,32.0,67.0,22.0
2019-11-17,48.0,1165.0,65.0,1,1009.0,17.0,274.0,66.0,27.0
2019-11-18,64.0,1224.0,142.0,1,763.0,73.0,95.0,62.0,23.0
2019-11-19,48.0,1247.0,127.0,1,1287.0,60.0,449.0,56.0,29.0
2019-11-20,42.0,1238.0,145.0,1,989.0,62.0,198.0,59.0,18.0
2019-11-21,49.0,1148.0,91.0,1,1538.0,12.0,163.0,64.0,25.0
2019-11-22,53.0,1257.0,43.0,0,1751.0,95.0,9.0,50.0,21.0
2019-11-23,54.0,1290.0,45.0,0,579.0,37.0,9.0,32.0,21.0
2019-11-24,60.0,1407.0,51.0,0,835.0,19.0,407.0,68.0,20.0
2019-11-25,46.0,1185.0,146.0,0,1606.0,50.0,361.0,37.0,20.0
2019-11-26,53.0,1244.0,34.0,1,1186.0,79.0,276.0,40.0,28.0
2019-11-27,63.0,1272.0,86.0,1,755.0,70.0,164.0,55.0,11.0
2019-11-28,53.0,1328.0,35.0,1,478.0,84.0,68.0,81.0,8.0
2019-11-29,40.0,1286.0,127.0,0,1339.0,80.0,332.0,32.0,29.0
2019-11-30,36.0,1197.0,31.0,1,293.0,14.0,323.0,34.0,26.0
2019-12-01,44.0,1342.0,73.0,1,723.0,90.0,154.0,41.0,25.0
2019-12-02,46.0,1206.0,150.0,1,1292.0,32.0,70.0,35.0,21.0
2019-12-03,60.0,1251.0,91.0,0,741.0,47.0,262.0,44.0,28.0
2019-12-04,62.0,1222.0,119.0,0,889.0,63.0,48.0,3.0,24.0
2019-12-05,48.0,1284.0,61.0,0,1081.0,9.0,292.0,30.0,13.0
2019-12-06,35.0,1214.0,128.0,1,614.0,52.0,406.0,71.0,7.0
2019-12-07,45.0,1290.0,104.0,1,728.0,2.0,154.0,74.0,21.0
2019-12-08,51.0,1200.0,41.0,0,1453.0,73.0,15.0,33.0,25.0
2019-12-09,52.0,1160.0,95.0,0,308.0,54.0,465.0,48.0,26.0
2019-12-10,60.0,1181.0,128.0,0,645.0,74.0,298.0,43.0,23.0
2019-12-11,49.0,1284.0,110.0,1,1111.0,26.0,31.0,106.0,12.0
2019-12-12,52.0,1208.0,123.0,1,1896.0,84.0,244.0,96.0,10.0
2019-12-13,46.0,1164.0,32.0,0,1355.0,53.0,89.0,47.0,34.0
2019-12-14,64.0,1332.0,101.0,0,335.0,72.0,199.0,88.0,30.0
2019-12-15,56.0,1215.0,115.0,1,904.0,19.0,16.0,58.0,34.0
2019-12-16,51.0,1153.0,81.0,0,1304.0,60.0,192.0,56.0,24.0
2019-12-17,50.0,1165.0,35.0,1,840.0,39.0,351.0,63.0,21.0
2019-12-18,50.0,1327.0,105.0,0,557.0,10.0,224.0,88.0,13.0
2019-12-19,61.0,1225.0,71.0,0,1004.0,20.0,48.0,73.0,33.0
2019-12-20,58.0,1275.0,61.0,1,1195.0,20.0,15.0,37.0,13.0
2019-12-21,55.0,1344.0,124.0,1,961.0,28.0,19.0,34.0,7.0
2019-12-22,55.0,1269.0,144.0,1,291.0,26.0,31.0,69.0,28.0
2019-12-23,38.0,1310.0,99.0,1,1094.0,72.0,372.0,73.0,15.0
2019-12-24,54.0,1261.0,147.0,1,1970.0,80.0,388.0,98.0,23.0
2019-12-25,54.0,1293.0,113.0,1,1793.0,37.0,49.0,28.0,33.0
2019-12-26,48.0,1359.0,138.0,1,1102.0,36.0,453.0,56.0,32.0
2019-12-27,53.0,1152.0,149.0,1,1317.0,5.0,307.0,75.0,14.0
2019-12-28,57.0,1275.0,91.0,0,539.0,2.0,79.0,72.0,15.0
2019-12-29,52.0,1251.0,111.0,0,1257.0,32.0,173.0,35.0,19.0
2019-12-30,54.0,1270.0,130.0,0,724.0,34.0,364.0,103.0,24.0
2019-12-31,62.0,1183.0,47.0,0,1097.0,86.0,19.0,29.0,25.0
2020-01-01,53.0,1211.0,108.0,1,1088.0,16.0,351.0,-3.0,23.0
2020-01-02,47.0,1195.0,53.0,1,1636.0,36.0,144.0,34.0,8.0
2020-01-03,43.0,1131.0,35.0,0,462.0,91.0,215.0,46.0,19.0
2020-01-04,23.0,1228.0,152.0,0,643.0,90.0,455.0,75.0,27.0
2020-01-05,62.0,1407.0,77.0,1,1679.0,38.0,59.0,59.0,24.0
2020-01-06,57.0,1218.0,75.0,1,1077.0,47.0,289.0,37.0,18.0
2020-01-07,51.0,1385.0,87.0,1,1236.0,16.0,381.0,84.0,21.0
2020-01-08,57.0,1180.0,104.0,0,756.0,41.0,450.0,34.0,26.0
2020-01-09,49.0,1144.0,92.0,1,1861.0,74.0,426.0,-4.0,20.0
2020-01-10,57.0,1265.0,52.0,0,800.0,85.0,254.0,31.0,25.0
2020-01-11,60.0,1168.0,128.0,0,406.0,89.0,232.0,69.0,19.0
2020-01-12,55.0,1316.0,145.0,0,1861.0,96.0,165.0,31.0,37.0
2020-01-13,56.0,1268.0,115.0,1,1056.0,68.0,446.0,38.0,18.0
2020-01-14,53.0,1163.0,87.0,0,707.0,67.0,257.0,59.0,35.0
2020-01-15,49.0,1249.0,141.0,0,687.0,89.0,387.0,42.0,23.0
2020-01-16,50.0,1178.0,130.0,1,1865.0,88.0,348.0,15.0,26.0
2020-01-17,50.0,1297.0,43.0,1,296.0,35.0,68.0,41.0,13.0
2020-01-18,54.0,1190.0,88.0,1,1489.0,8.0,353.0,62.0,20.0
2020-01-19,61.0,1224.0,82.0,1,392.0,93.0,429.0,80.0,20.0
2020-01-20,56.0,1365.0,96.0,0,1458.0,17.0,278.0,36.0,22.0
2020-01-21,49.0,1295.0,114.0,1,1302.0,83.0,223.0,105.0,26.0
2020-01-22,55.0,1227.0,48.0,0,1094.0,49.0,21.0,48.0,19.0
2020-01-23,55.0,1172.0,71.0,1,1064.0,75.0,161.0,61.0,26.0
2020-01-24,52.0,1207.0,56.0,0,1268.0,44.0,229.0,39.0,14.0
2020-01-25,58.0,1206.0,45.0,1,575.0,99.0,258.0,102.0,18.0
2020-01-26,70.0,1275.0,147.0,0,560.0,49.0,215.0,41.0,18.0
2020-01-27,69.0,1286.0,125.0,0,1412.0,97.0,390.0,56.0,41.0
2020-01-28,54.0,1315.0,122.0,0,858.0,16.0,102.0,108.0,16.0
2020-01-29,51.0,1269.0,121.0,1,1846.0,92.0,327.0,52.0,21.0
2020-01-30,58.0,1244.0,113.0,0,672.0,35.0,311.0,58.0,23.0
2020-01-31,50.0,1228.0,66.0,0,651.0,83.0,208.0,88.0,13.0
2020-02-01,53.0,1371.0,110.0,0,378.0,87.0,135.0,44.0,31.0
2020-02-02,64.0,1172.0,96.0,0,2019.0,30.0,174.0,36.0,28.0
2020-02-03,65.0,1203.0,54.0,1,1008.0,93.0,465.0,40.0,30.0
2020-02-04,50.0,1245.0,75.0,0,414.0,99.0,33.0,54.0,24.0
2020-02-05,63.0,1357.0,78.0,0,359.0,83.0,197.0,64.0,22.0
2020-02-06,52.0,1384.0,126.0,1,414.0,39.0,296.0,52.0,12.0
2020-02-07,49.0,1341.0,128.0,1,277.0,92.0,435.0,71.0,35.0
2020-02-08,36.0,1291.0,80.0,0,1360.0,3.0,134.0,88.0,23.0
2020-02-09,54.0,1245.0,59.0,0,1575.0,79.0,200.0,43.0,46.0
2020-02-10,55.0,1264.0,45.0,1,2049.0,26.0,313.0,33.0,9.0
2020-02-11,53.0,1210.0,102.0,0,1000.0,59.0,386.0,42.0,20.0
2020-02-12,55.0,1193.0,89.0,1,1445.0,86.0,64.0,79.0,10.0
2020-02-13,66.0,1213.0,118.0,0,1132.0,85.0,263.0,40.0,25.0
2020-02-14,65.0,1201.0,60.0,0,1438.0,74.0,79.0,91.0,23.0
2020-02-15,46.0,1261.0,40.0,0,1260.0,37.0,6.0,73.0,22.0
2020-02-16,43.0,1325.0,139.0,0,1386.0,34.0,4.0,50.0,12.0
2020-02-17,47.0,1261.0,139.0,0,1406.0,95.0,171.0,36.0,39.0
2020-02-18,48.0,1166.0,76.0,0,1600.0,67.0,435.0,61.0,32.0
2020-02-19,49.0,1295.0,106.0,1,1103.0,32.0,460.0,51.0,15.0
2020-02-20,38.0,1373.0,138.0,0,765.0,77.0,399.0,49.0,26.0
2020-02-21,34.0,1302.0,70.0,0,1538.0,87.0,38.0,56.0,4.0
2020-02-22,46.0,1314.0,40.0,1,1039.0,54.0,203.0,39.0,25.0
2020-02-23,58.0,1290.0,151.0,1,355.0,41.0,379.0,104.0,24.0
2020-02-24,57.0,1230.0,104.0,1,258.0,3.0,394.0,55.0,27.0
2020-02-25,68.0,1236.0,108.0,0,1798.0,76.0,89.0,70.0,25.0
2020-02-26,52.0,1178.0,75.0,1,1636.0,22.0,218.0,25.0,37.0
2020-02-27,51.0,1338.0,72.0,0,1052.0,1.0,245.0,26.0,32.0
2020-02-28,52.0,1147.0,55.0,0,683.0,33.0,180.0,79.0,25.0
2020-02-29,46.0,1322.0,126.0,0,1440.0,4.0,188.0,37.0,25.0
2020-03-01,59.0,1234.0,31.0,0,2079.0,94.0,274.0,55.0,10.0
2020-03-02,61.0,1253.0,133.0,0,1928.0,24.0,98.0,40.0,22.0
2020-03-03,55.0,1226.0,150.0,0,1651.0,80.0,354.0,-5.0,38.0
2020-03-04,51.0,1246.0,57.0,0,1945.0,23.0,169.0,80.0,26.0
2020-03-05,56.0,1213.0,92.0,0,1240.0,60.0,253.0,55.0,35.0
2020-03-06,50.0,1334.0,89.0,0,882.0,30.0,304.0,32.0,17.0
2020-03-07,53.0,1305.0,34.0,1,1376.0,48.0,31.0,63.0,9.0
2020-03-08,60.0,1392.0,152.0,1,1048.0,4.0,437.0,81.0,12.0
2020-03-09,57.0,1237.0,55.0,1,594.0,28.0,181.0,75.0,8.0
2020-03-10,52.0,1194.0,71.0,1,347.0,72.0,294.0,96.0,20.0
2020-03-11,48.0,1197.0,66.0,1,224.0,91.0,322.0,87.0,17.0
2020-03-12,45.0,1225.0,88.0,1,289.0,84.0,229.0,103.0,24.0
2020-03-13,46.0,1264.0,125.0,1,843.0,63.0,457.0,59.0,24.0
2020-03-14,54.0,1233.0,93.0,1,743.0,43.0,53.0,5.0,16.0
2020-03-15,42.0,1304.0,47.0,0,1049.0,21.0,301.0,112.0,36.0
2020-03-16,51.0,1239.0,85.0,0,2052.0,53.0,220.0,102.0,19.0
2020-03-17,48.0,1202.0,72.0,0,1655.0,55.0,329.0,22.0,19.0
2020-03-18,55.0,1159.0,79.0,0,248.0,35.0,336.0,64.0,41.0
2020-03-19,65.0,1338.0,150.0,1,942.0,58.0,197.0,26.0,23.0
2020-03-20,52.0,1438.0,90.0,0,551.0,95.0,323.0,31.0,24.0
2020-03-21,57.0,1199.0,109.0,1,847.0,83.0,41.0,24.0,18.0
2020-03-22,51.0,1211.0,114.0,1,1074.0,16.0,98.0,63.0,20.0
2020-03-23,43.0,1353.0,46.0,0,1406.0,70.0,396.0,23.0,29.0
2020-03-24,55.0,1279.0,51.0,1,1509.0,55.0,296.0,87.0,8.0
2020-03-25,40.0,1220.0,44.0,1,459.0,79.0,41.0,66.0,20.0
2020-03-26,58.0,1433.0,73.0,1,254.0,89.0,338.0,65.0,14.0
2020-03-27,47.0,1234.0,83.0,1,340.0,16.0,139.0,22.0,24.0
2020-03-28,42.0,1188.0,120.0,0,667.0,19.0,76.0,55.0,24.0
2020-03-29,52.0,1269.0,90.0,1,1857.0,29.0,310.0,35.0,26.0
2020-03-30,47.0,1359.0,106.0,1,1376.0,20.0,199.0,72.0,25.0
2020-03-31,57.0,1152.0,35.0,1,1621.0,44.0,189.0,37.0,29.0
2020-04-01,50.0,1300.0,60.0,0,1356.0,55.0,144.0,57.0,27.0
2020-04-02,54.0,1276.0,102.0,1,841.0,13.0,180.0,37.0,25.0
2020-04-03,43.0,1282.0,104.0,1,1675.0,100.0,284.0,47.0,27.0
2020-04-04,41.0,1253.0,71.0,0,1289.0,16.0,36.0,51.0,36.0
2020-04-05,48.0,1222.0,30.0,0,1297.0,11.0,15.0,103.0,25.0
2020-04-06,39.0,1327.0,52.0,0,722.0,68.0,142.0,103.0,23.0
2020-04-07,46.0,1277.0,57.0,1,1255.0,97.0,351.0,65.0,33.0
2020-04-08,44.0,1318.0,100.0,1,361.0,10.0,264.0,82.0,18.0
2020-04-09,50.0,1285.0,124.0,1,1081.0,92.0,2.0,36.0,34.0
2020-04-10,52.0,1184.0,66.0,1,1866.0,28.0,132.0,57.0,28.0
2020-04-11,40.0,1399.0,108.0,0,1919.0,97.0,439.0,65.0,37.0
2020-04-12,42.0,1135.0,82.0,0,1172.0,66.0,67.0,97.0,33.0
2020-04-13,43.0,1277.0,85.0,1,1294.0,68.0,23.0,59.0,26.0
2020-04-14,59.0,1231.0,152.0,0,1868.0,42.0,361.0,35.0,44.0
2020-04-15,40.0,1271.0,100.0,1,1718.0,22.0,99.0,59.0,30.0
2020-04-16,51.0,1226.0,75.0,1,681.0,51.0,240.0,68.0,32.0
2020-04-17,49.0,1296.0,72.0,0,1574.0,27.0,452.0,43.0,27.0
2020-04-18,55.0,1283.0,135.0,1,1223.0,18.0,109.0,45.0,34.0
2020-04-19,56.0,1326.0,62.0,1,862.0,69.0,189.0,26.0,12.0
2020-04-20,47.0,1221.0,116.0,0,947.0,54.0,7.0,15.0,30.0
2020-04-21,44.0,1246.0,81.0,1,1389.0,30.0,394.0,75.0,24.0
2020-04-22,57.0,1218.0,120.0,0,1849.0,10.0,444.0,15.0,25.0
2020-04-23,37.0,1273.0,129.0,0,1996.0,15.0,304.0,30.0,34.0
2020-04-24,52.0,1145.0,82.0,1,445.0,44.0,189.0,10.0,14.0
2020-04-25,44.0,1251.0,103.0,0,305.0,43.0,389.0,84.0,25.0
2020-04-26,51.0,1212.0,146.0,1,376.0,75.0,292.0,67.0,18.0
2020-04-27,43.0,1195.0,143.0,1,1896.0,90.0,59.0,26.0,37.0
2020-04-28,40.0,1303.0,96.0,0,1535.0,43.0,4.0,-0.0,38.0
2020-04-29,60.0,1410.0,101.0,1,947.0,25.0,325.0,32.0,26.0
2020-04-30,40.0,1239.0,100.0,1,520.0,52.0,270.0,44.0,32.0
2020-05-01,58.0,1342.0,139.0,0,1630.0,91.0,67.0,72.0,30.0
2020-05-02,44.0,1287.0,45.0,1,626.0,3.0,174.0,49.0,36.0
2020-05-03,51.0,1208.0,116.0,0,1105.0,81.0,435.0,50.0,36.0
2020-05-04,52.0,1249.0,59.0,0,518.0,85.0,192.0,46.0,35.0
2020-05-05,44.0,1363.0,42.0,1,552.0,46.0,392.0,26.0,25.0
2020-05-06,48.0,1187.0,96.0,1,1951.0,99.0,21.0,18.0,31.0
2020-05-07,40.0,1155.0,49.0,1,1288.0,64.0,447.0,10.0,29.0
2020-05-08,52.0,1358.0,50.0,1,365.0,23.0,218.0,44.0,21.0
2020-05-09,47.0,1236.0,50.0,1,1579.0,79.0,428.0,40.0,45.0
2020-05-10,39.0,1372.0,74.0,1,1804.0,84.0,275.0,69.0,33.0
2020-05-11,44.0,1323.0,46.0,0,495.0,15.0,213.0,76.0,16.0
2020-05-12,53.0,1131.0,63.0,1,2019.0,99.0,212.0,49.0,22.0
2020-05-13,28.0,1193.0,128.0,1,414.0,33.0,24.0,43.0,31.0
2020-05-14,52.0,1317.0,151.0,1,1300.0,21.0,294.0,40.0,17.0
2020-05-15,36.0,1261.0,145.0,1,1610.0,83.0,95.0,55.0,38.0
2020-05-16,48.0,1237.0,81.0,1,286.0,67.0,249.0,83.0,14.0
2020-05-17,43.0,1181.0,56.0,0,2073.0,22.0,450.0,52.0,29.0
2020-05-18,50.0,1393.0,37.0,0,312.0,68.0,280.0,56.0,22.0
2020-05-19,44.0,1146.0,97.0,1,1425.0,15.0,150.0,15.0,32.0
2020-05-20,48.0,1191.0,51.0,1,233.0,99.0,60.0,77.0,19.0
2020-05-21,46.0,1298.0,42.0,0,883.0,26.0,134.0,47.0,20.0
2020-05-22,35.0,1232.0,147.0,0,327.0,59.0,214.0,24.0,28.0
2020-05-23,41.0,1175.0,104.0,1,560.0,12.0,257.0,66.0,27.0
2020-05-24,49.0,1335.0,56.0,1,1743.0,62.0,428.0,54.0,31.0
2020-05-25,37.0,1329.0,148.0,0,1605.0,76.0,454.0,34.0,40.0
2020-05-26,34.0,1317.0,73.0,0,908.0,88.0,215.0,28.0,40.0
2020-05-27,55.0,1370.0,34.0,1,1051.0,93.0,186.0,43.0,29.0
2020-05-28,50.0,1241.0,114.0,0,884.0,96.0,364.0,35.0,30.0
2020-05-29,46.0,1257.0,135.0,1,282.0,61.0,85.0,31.0,40.0
2020-05-30,52.0,1214.0,51.0,0,2026.0,27.0,189.0,35.0,30.0
2020-05-31,46.0,1115.0,55.0,1,587.0,35.0,161.0,28.0,24.0
2020-06-01,41.0,1369.0,151.0,0,1560.0,72.0,83.0,14.0,40.0
2020-06-02,36.0,1247.0,55.0,1,571.0,83.0,344.0,40.0,13.0
2020-06-03,42.0,1205.0,50.0,1,1262.0,62.0,235.0,30.0,13.0
2020-06-04,42.0,1325.0,32.0,0,653.0,90.0,303.0,52.0,20.0
2020-06-05,43.0,1239.0,45.0,1,1619.0,76.0,367.0,69.0,27.0
2020-06-06,52.0,1235.0,45.0,0,1812.0,46.0,62.0,49.0,26.0
2020-06-07,46.0,1244.0,39.0,0,1084.0,17.0,353.0,57.0,18.0
2020-06-08,46.0,1229.0,116.0,0,1007.0,74.0,99.0,20.0,38.0
2020-06-09,48.0,1152.0,43.0,1,1513.0,22.0,231.0,49.0,18.0
2020-06-10,49.0,1239.0,102.0,1,1742.0,25.0,279.0,104.0,35.0
2020-06-11,51.0,1224.0,57.0,1,1257.0,98.0,162.0,65.0,20.0
2020-06-12,46.0,1425.0,131.0,0,1498.0,46.0,47.0,106.0,29.0
2020-06-13,47.0,1247.0,82.0,1,1250.0,30.0,273.0,42.0,35.0
2020-06-14,54.0,1182.0,47.0,1,1606.0,69.0,185.0,39.0,32.0
2020-06-15,44.0,1218.0,123.0,0,1459.0,35.0,196.0,38.0,32.0
2020-06-16,50.0,1288.0,44.0,0,780.0,17.0,203.0,44.0,17.0
2020-06-17,41.0,1279.0,128.0,0,1596.0,92.0,406.0,78.0,37.0
2020-06-18,54.0,1156.0,37.0,1,1263.0,9.0,393.0,50.0,15.0
2020-06-19,41.0,1388.0,136.0,0,1520.0,66.0,175.0,30.0,31.0
2020-06-20,57.0,1412.0,73.0,0,957.0,94.0,219.0,42.0,51.0
2020-06-21,41.0,1265.0,104.0,0,1207.0,99.0,282.0,51.0,39.0
2020-06-22,38.0,1298.0,110.0,0,1546.0,23.0,132.0,80.0,25.0
2020-06-23,55.0,1188.0,39.0,0,957.0,44.0,156.0,45.0,26.0
2020-06-24,47.0,1179.0,121.0,1,714.0,15.0,355.0,67.0,30.0
2020-06-25,54.0,1201.0,61.0,0,787.0,71.0,189.0,14.0,34.0
2020-06-26,46.0,1200.0,32.0,0,1455.0,99.0,458.0,29.0,38.0
2020-06-27,35.0,1229.0,128.0,0,1071.0,75.0,290.0,35.0,47.0
2020-06-28,53.0,1104.0,53.0,1,1344.0,63.0,192.0,20.0,38.0
2020-06-29,55.0,1194.0,59.0,1,1151.0,46.0,320.0,64.0,23.0
2020-06-30,49.0,1293.0,140.0,0,1537.0,17.0,256.0,48.0,42.0
2020-07-01,48.0,1298.0,38.0,0,846.0,48.0,358.0,103.0,34.0
2020-07-02,40.0,1157.0,30.0,1,982.0,23.0,455.0,76.0,16.0
2020-07-03,37.0,1324.0,36.0,0,1344.0,7.0,435.0,95.0,41.0
2020-07-04,39.0,1183.0,136.0,0,1719.0,47.0,389.0,56.0,39.0
2020-07-05,36.0,1319.0,114.0,1,1731.0,86.0,425.0,81.0,16.0
2020-07-06,51.0,1189.0,150.0,1,1829.0,51.0,157.0,54.0,22.0
2020-07-07,47.0,1258.0,133.0,0,1905.0,73.0,443.0,68.0,40.0
2020-07-08,49.0,1208.0,84.0,0,1804.0,22.0,158.0,79.0,32.0
2020-07-09,43.0,1283.0,88.0,0,1085.0,45.0,362.0,33.0,41.0
2020-07-10,45.0,1253.0,48.0,0,2019.0,80.0,344.0,67.0,30.0
2020-07-11,41.0,1292.0,107.0,1,801.0,50.0,378.0,57.0,21.0
2020-07-12,58.0,1244.0,76.0,1,1664.0,66.0,171.0,92.0,27.0
2020-07-13,43.0,1255.0,85.0,1,1688.0,1.0,261.0,29.0,15.0
2020-07-14,39.0,1189.0,147.0,0,1694.0,70.0,228.0,48.0,23.0
2020-07-15,51.0,1256.0,82.0,1,1321.0,29.0,83.0,97.0,17.0
2020-07-16,42.0,1272.0,34.0,0,1763.0,44.0,376.0,93.0,24.0
2020-07-17,38.0,1218.0,88.0,1,1915.0,34.0,257.0,58.0,27.0
2020-07-18,50.0,1199.0,61.0,0,1272.0,49.0,219.0,56.0,30.0
2020-07-19,39.0,1214.0,108.0,1,935.0,96.0,391.0,81.0,27.0
2020-07-20,50.0,1320.0,93.0,0,1321.0,43.0,97.0,78.0,28.0
2020-07-21,48.0,1130.0,52.0,0,1281.0,68.0,212.0,38.0,27.0
2020-07-22,48.0,1374.0,60.0,1,2054.0,91.0,401.0,67.0,37.0
2020-07-23,57.0,1276.0,40.0,1,1657.0,65.0,182.0,96.0,22.0
2020-07-24,47.0,1245.0,121.0,0,553.0,50.0,171.0,36.0,34.0
2020-07-25,52.0,1296.0,102.0,1,1777.0,14.0,399.0,97.0,16.0
2020-07-26,45.0,1221.0,122.0,1,1222.0,94.0,305.0,70.0,27.0
2020-07-27,54.0,1262.0,57.0,0,577.0,36.0,386.0,36.0,38.0
2020-07-28,46.0,1189.0,130.0,0,296.0,74.0,217.0,31.0,26.0
2020-07-29,38.0,1420.0,150.0,0,961.0,52.0,378.0,20.0,38.0
2020-07-30,34.0,1251.0,121.0,0,2086.0,11.0,427.0,89.0,26.0
2020-07-31,44.0,1219.0,141.0,0,1950.0,63.0,362.0,22.0,35.0
2020-08-01,46.0,1254.0,52.0,0,934.0,90.0,275.0,122.0,13.0
2020-08-02,55.0,1156.0,104.0,1,878.0,1.0,118.0,54.0,32.0
2020-08-03,42.0,1277.0,31.0,1,1049.0,36.0,192.0,57.0,39.0
2020-08-04,46.0,1262.0,51.0,0,257.0,18.0,342.0,56.0,35.0
2020-08-05,40.0,1278.0,114.0,1,1756.0,53.0,145.0,69.0,31.0
2020-08-06,60.0,1305.0,69.0,1,1529.0,47.0,218.0,29.0,28.0
2020-08-07,43.0,1276.0,105.0,0,257.0,18.0,30.0,84.0,30.0
2020-08-08,44.0,1270.0,124.0,1,970.0,54.0,39.0,67.0,19.0
2020-08-09,37.0,1211.0,149.0,0,381.0,26.0,283.0,48.0,21.0
2020-08-10,54.0,1233.0,83.0,1,772.0,20.0,216.0,40.0,28.0
2020-08-11,37.0,1239.0,121.0,0,1862.0,47.0,40.0,55.0,28.0
2020-08-12,45.0,1257.0,72.0,0,919.0,23.0,341.0,81.0,35.0
2020-08-13,46.0,1328.0,121.0,0,1580.0,25.0,91.0,46.0,31.0
2020-08-14,44.0,1238.0,96.0,0,424.0,76.0,136.0,80.0,16.0
2020-08-15,46.0,1315.0,48.0,1,1522.0,76.0,333.0,46.0,24.0
2020-08-16,52.0,1079.0,130.0,1,1955.0,30.0,299.0,7.0,33.0
2020-08-17,55.0,1168.0,90.0,0,591.0,54.0,71.0,43.0,41.0
2020-08-18,52.0,1273.0,139.0,1,837.0,27.0,196.0,61.0,30.0
2020-08-19,50.0,1206.0,43.0,0,306.0,33.0,177.0,76.0,32.0
2020-08-20,55.0,1342.0,114.0,1,1480.0,14.0,401.0,19.0,32.0
2020-08-21,46.0,1260.0,135.0,0,1030.0,93.0,18.0,47.0,37.0
2020-08-22,42.0,1289.0,82.0,1,1660.0,56.0,97.0,57.0,18.0
2020-08-23,53.0,1138.0,42.0,1,323.0,44.0,186.0,48.0,21.0
2020-08-24,37.0,1293.0,50.0,0,1177.0,66.0,192.0,43.0,27.0
2020-08-25,34.0,1288.0,75.0,0,329.0,16.0,339.0,25.0,25.0
2020-08-26,49.0,1154.0,46.0,0,1331.0,51.0,365.0,85.0,27.0
2020-08-27,58.0,1259.0,127.0,0,915.0,19.0,110.0,44.0,25.0
2020-08-28,40.0,1244.0,91.0,0,1370.0,51.0,359.0,76.0,42.0
2020-08-29,45.0,1204.0,68.0,1,573.0,2.0,457.0,30.0,27.0
2020-08-30,36.0,1326.0,116.0,0,390.0,17.0,273.0,25.0,35.0
2020-08-31,45.0,1141.0,63.0,1,778.0,93.0,154.0,34.0,17.0
2020-09-01,39.0,1274.0,128.0,1,1273.0,91.0,87.0,82.0,17.0
2020-09-02,50.0,1218.0,120.0,0,1582.0,0.0,289.0,86.0,24.0
2020-09-03,42.0,1272.0,70.0,0,864.0,65.0,134.0,66.0,28.0
2020-09-04,41.0,1327.0,99.0,0,1114.0,64.0,288.0,51.0,28.0
