Tipo_Prenda,Genero,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesion,Genero_Incluyente,Calidad
Falda,Caballero,Rojo,Deportivo,Marca B,975.02,41,16,63,Medicina,Hombre,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca B,1862.4,38,48,26,Ingeniería,Mujer,Regular
Falda,Dama,Blanco,Casual,Marca A,1579.02,37,35,38,Artes,HombreMujer,Buena
Camisa,Dama,Negro,Formal,Marca C,1125.48,41,25,39,Medicina,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca D,1814.65,39,37,39,Educación,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca B,540.95,40,30,57,Artes,HombreMujer,Mala
Camisa,Caballero,Verde,Casual,Marca D,1077.09,42,37,26,Ingeniería,Hombre,Buena
Camisa,Dama,Amarillo,Casual,Marca C,1948.94,45,37,39,Artes,HombreMujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca C,1907.67,35,28,36,Artes,HombreMujer,Mala
Chaqueta,Dama,Verde,Deportivo,Marca A,1222.98,39,20,38,Educación,Hombre,Mala
Otros,Dama,Verde,Casual,Marca D,1411.98,29,35,21,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Dama,Verde,Casual,Marca C,573.43,34,42,31,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca B,1287.27,32,48,67,Medicina,Mujer,Regular
Chaqueta,Dama,Amarillo,Deportivo,Marca B,1115.33,41,5,21,Educación,HombreMujer,Buena
Otros,Dama,Azul,Formal,Marca A,622.29,40,32,69,Medicina,HombreMujer,Regular
Pantalón,Caballero,Blanco,Deportivo,Marca D,1996.84,30,22,70,Educación,Hombre,Mala
Pantalón,Dama,Rojo,Casual,Marca D,611.57,28,27,49,Artes,Hombre,Buena
Chaqueta,Dama,Rojo,Formal,Marca D,1023.29,35,21,60,Medicina,Mujer,Buena
Pantalón,Dama,Verde,Formal,Marca D,1469.54,37,28,60,Ingeniería,Mujer,Mala
Vestido,Dama,Amarillo,Formal,Marca C,1887.7,38,28,65,Artes,Hombre,Mala
Vestido,Caballero,Blanco,Deportivo,Marca A,1179.93,43,33,42,Ingeniería,Mujer,Mala
Chaqueta,Dama,Azul,Formal,Marca B,1665.6,41,27,21,Medicina,Hombre,Mala
Otros,Dama,Blanco,Formal,Marca D,1030.48,36,49,50,Educación,HombreMujer,Regular
Otros,Dama,Amarillo,Formal,Marca A,1041.92,45,40,63,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Verde,Formal,Marca A,1369.96,45,8,40,Medicina,HombreMujer,Regular
Camisa,Dama,Azul,Casual,Marca C,1753.25,39,23,55,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Amarillo,Deportivo,Marca A,1950.84,31,10,24,Artes,Hombre,Regular
Chaqueta,Caballero,Blanco,Deportivo,Marca A,1129.88,28,6,36,Medicina,HombreMujer,Regular
Vestido,Dama,Blanco,Casual,Marca C,533.09,36,36,37,Artes,HombreMujer,Regular
Vestido,Caballero,Verde,Casual,Marca C,1323.53,43,18,49,Artes,Mujer,Buena
Falda,Dama,Blanco,Formal,Marca B,1503.58,31,42,41,Ingeniería,Hombre,Buena
Otros,Caballero,Negro,Casual,Marca A,1112.64,32,21,58,Educación,Mujer,Mala
Vestido,Dama,Amarillo,Casual,Marca A,1120.29,41,48,42,Medicina,Hombre,Mala
Falda,Dama,Azul,Formal,Marca C,977.61,42,6,57,Artes,HombreMujer,Buena
Falda,Caballero,Negro,Casual,Marca A,1777.53,44,13,47,Educación,Hombre,Mala
Camisa,Dama,Amarillo,Formal,Marca D,1004.34,33,48,31,Artes,Mujer,Mala
Pantalón,Caballero,Verde,Deportivo,Marca D,1405.26,45,35,32,Ingeniería,Hombre,Mala
Otros,Caballero,Azul,Formal,Marca A,1030.42,42,10,49,Ingeniería,HombreMujer,Regular
Vestido,Caballero,Negro,Casual,Marca C,860.49,28,43,55,Medicina,Hombre,Buena
Falda,Caballero,Amarillo,Deportivo,Marca C,1711.93,40,27,46,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Caballero,Rojo,Casual,Marca B,1098.56,30,4,37,Educación,HombreMujer,Buena
Vestido,Caballero,Verde,Deportivo,Marca A,1153.46,30,41,37,Artes,Mujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca A,1311.33,43,43,68,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Verde,Deportivo,Marca A,1170.38,46,44,49,Medicina,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca C,1261.15,33,38,40,Educación,Hombre,Buena
Falda,Caballero,Azul,Casual,Marca C,1880.58,38,46,53,Medicina,Hombre,Mala
Chaqueta,Caballero,Verde,Deportivo,Marca C,1293.98,40,8,62,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Dama,Amarillo,Formal,Marca A,908.0,41,41,53,Educación,HombreMujer,Buena
Otros,Dama,Blanco,Deportivo,Marca A,1740.24,41,48,65,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Amarillo,Formal,Marca A,1062.38,36,21,47,Medicina,Mujer,Regular
Falda,Caballero,Azul,Formal,Marca C,521.58,39,50,41,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Dama,Amarillo,Casual,Marca A,670.8,38,3,30,Artes,Hombre,Buena
Camisa,Dama,Amarillo,Formal,Marca B,594.57,38,8,24,Medicina,Mujer,Regular
Otros,Caballero,Blanco,Deportivo,Marca D,922.69,37,12,46,Medicina,HombreMujer,Mala
Pantalón,Dama,Amarillo,Casual,Marca C,831.37,36,23,64,Ingeniería,Hombre,Buena
Vestido,Dama,Amarillo,Formal,Marca A,1108.26,46,43,36,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Caballero,Azul,Casual,Marca A,1545.26,33,46,49,Medicina,Mujer,Mala
Otros,Dama,Verde,Formal,Marca B,1985.77,35,13,35,Medicina,HombreMujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca D,680.03,35,27,49,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Rojo,Deportivo,Marca D,1580.03,30,6,47,Ingeniería,Mujer,Regular
Falda,Caballero,Amarillo,Formal,Marca C,804.55,35,29,39,Ingeniería,Mujer,Regular
Falda,Caballero,Blanco,Casual,Marca D,867.72,35,50,37,Ingeniería,Hombre,Mala
Chaqueta,Dama,Amarillo,Casual,Marca B,1158.47,33,36,53,Ingeniería,Mujer,Buena
Chaqueta,Dama,Rojo,Casual,Marca C,1710.77,34,49,26,Ingeniería,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca D,1487.13,45,30,67,Artes,Hombre,Regular
Otros,Dama,Verde,Formal,Marca A,1960.39,42,0,63,Artes,Hombre,Buena
Pantalón,Dama,Blanco,Casual,Marca D,1186.66,35,19,53,Artes,HombreMujer,Regular
Pantalón,Caballero,Amarillo,Deportivo,Marca B,1308.68,31,14,27,Medicina,Mujer,Mala
Chaqueta,Dama,Amarillo,Formal,Marca A,1917.9,38,2,48,Artes,Hombre,Regular
Otros,Caballero,Verde,Deportivo,Marca D,1639.56,34,19,62,Medicina,HombreMujer,Regular
Otros,Dama,Azul,Deportivo,Marca B,1905.49,31,0,43,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Azul,Deportivo,Marca C,1683.36,36,11,24,Medicina,Mujer,Regular
Pantalón,Caballero,Amarillo,Deportivo,Marca C,1381.67,32,18,40,Ingeniería,Mujer,Buena
Otros,Dama,Verde,Formal,Marca A,1985.14,46,7,56,Educación,HombreMujer,Regular
Camisa,Dama,Azul,Casual,Marca C,987.43,33,48,58,Medicina,Hombre,Buena
Vestido,Caballero,Amarillo,Formal,Marca C,1847.75,38,27,65,Ingeniería,Hombre,Buena
Camisa,Dama,Amarillo,Formal,Marca A,1448.94,28,37,32,Artes,Mujer,Regular
Pantalón,Dama,Blanco,Formal,Marca B,1480.84,32,17,40,Artes,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca C,598.52,31,3,64,Educación,Hombre,Mala
Chaqueta,Dama,Verde,Casual,Marca C,883.78,42,47,65,Educación,HombreMujer,Buena
Chaqueta,Caballero,Rojo,Formal,Marca C,1515.73,38,28,56,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca D,754.12,43,12,43,Ingeniería,Hombre,Mala
Camisa,Dama,Verde,Deportivo,Marca D,722.26,45,31,27,Medicina,Mujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca B,1910.73,45,24,36,Educación,Mujer,Mala
Vestido,Caballero,Verde,Casual,Marca C,762.19,46,39,35,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Dama,Negro,Deportivo,Marca A,1000.36,33,6,46,Medicina,HombreMujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca B,1328.68,46,36,49,Medicina,Hombre,Mala
Camisa,Dama,Amarillo,Formal,Marca A,647.56,28,29,70,Artes,Mujer,Buena
Pantalón,Dama,Rojo,Formal,Marca B,1358.84,37,28,54,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Dama,Verde,Deportivo,Marca B,1332.38,39,13,21,Artes,Hombre,Buena
Chaqueta,Dama,Negro,Formal,Marca C,781.23,28,46,39,Medicina,Hombre,Regular
Camisa,Dama,Negro,Casual,Marca C,1411.05,29,41,45,Medicina,HombreMujer,Mala
Camisa,Caballero,Azul,Formal,Marca C,1831.21,34,42,57,Medicina,HombreMujer,Mala
Vestido,Dama,Azul,Deportivo,Marca D,987.42,37,45,18,Educación,HombreMujer,Regular
Camisa,Dama,Negro,Casual,Marca B,1837.22,46,40,54,Artes,Mujer,Buena
Vestido,Dama,Rojo,Formal,Marca B,1605.2,29,10,51,Ciencias Sociales y Humanidades,Hombre,Mala
Vestido,Dama,Azul,Casual,Marca D,744.51,36,21,49,Medicina,Mujer,Regular
Otros,Dama,Rojo,Casual,Marca A,1456.15,32,5,28,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Dama,Blanco,Casual,Marca D,1153.98,35,42,35,Ingeniería,HombreMujer,Regular
Otros,Caballero,Rojo,Deportivo,Marca A,1821.92,44,30,64,Ingeniería,Hombre,Mala
Falda,Caballero,Azul,Casual,Marca B,1332.63,34,31,57,Ingeniería,Mujer,Regular
Otros,Dama,Rojo,Formal,Marca D,1282.89,39,2,19,Medicina,HombreMujer,Regular
Otros,Dama,Negro,Formal,Marca A,535.85,38,19,21,Artes,HombreMujer,Buena
Pantalón,Dama,Blanco,Casual,Marca C,1457.14,30,20,61,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Blanco,Casual,Marca C,1741.11,42,22,70,Artes,Mujer,Buena
Camisa,Caballero,Azul,Casual,Marca B,598.49,41,31,48,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Formal,Marca C,565.94,37,22,49,Artes,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca A,1085.68,43,18,19,Medicina,Mujer,Buena
Falda,Caballero,Negro,Formal,Marca D,1579.08,33,17,37,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Dama,Azul,Formal,Marca D,816.28,45,19,58,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Caballero,Amarillo,Deportivo,Marca C,1069.06,38,9,58,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca D,1853.41,36,19,33,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Caballero,Rojo,Casual,Marca A,738.08,39,31,34,Ingeniería,Mujer,Regular
Camisa,Dama,Blanco,Formal,Marca B,774.74,41,3,24,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Verde,Formal,Marca B,1007.85,43,21,33,Educación,Mujer,Mala
Camisa,Dama,Verde,Casual,Marca C,1346.96,37,12,51,Medicina,Hombre,Mala
Falda,Dama,Azul,Formal,Marca C,1257.65,29,7,24,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Dama,Verde,Deportivo,Marca C,712.57,32,25,48,Artes,Mujer,Regular
Chaqueta,Caballero,Negro,Deportivo,Marca A,747.03,44,23,49,Ingeniería,Mujer,Mala
Pantalón,Dama,Rojo,Deportivo,Marca B,635.73,37,2,70,Medicina,Mujer,Buena
Otros,Dama,Verde,Formal,Marca D,1726.46,36,16,23,Artes,Mujer,Mala
Otros,Dama,Negro,Casual,Marca A,1155.54,46,8,52,Educación,HombreMujer,Mala
Chaqueta,Dama,Verde,Deportivo,Marca B,1015.41,43,21,49,Artes,Mujer,Buena
Pantalón,Dama,Blanco,Casual,Marca A,1563.18,31,46,42,Artes,Mujer,Buena
Vestido,Dama,Negro,Deportivo,Marca B,1748.44,33,13,55,Educación,Mujer,Regular
Camisa,Dama,Blanco,Deportivo,Marca C,1410.83,42,6,33,Ingeniería,Mujer,Buena
Falda,Caballero,Rojo,Casual,Marca A,872.44,46,42,61,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Azul,Deportivo,Marca D,591.02,36,39,51,Artes,Mujer,Mala
Falda,Dama,Negro,Deportivo,Marca B,981.13,28,8,49,Artes,HombreMujer,Regular
Camisa,Dama,Rojo,Deportivo,Marca A,597.25,46,45,33,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Dama,Azul,Formal,Marca A,1619.68,36,38,41,Medicina,Hombre,Buena
Falda,Caballero,Negro,Casual,Marca B,1049.56,46,1,41,Ingeniería,HombreMujer,Buena
Camisa,Dama,Amarillo,Casual,Marca D,653.04,44,27,36,Educación,Hombre,Mala
Falda,Caballero,Amarillo,Formal,Marca D,1220.99,35,3,24,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Caballero,Blanco,Deportivo,Marca A,1823.34,37,27,36,Educación,Mujer,Buena
Vestido,Dama,Verde,Deportivo,Marca B,920.41,28,47,48,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Amarillo,Formal,Marca C,1835.98,46,49,53,Artes,HombreMujer,Regular
Falda,Caballero,Verde,Casual,Marca A,1286.99,36,20,43,Artes,HombreMujer,Regular
Camisa,Caballero,Amarillo,Casual,Marca B,583.02,36,12,30,Ingeniería,Mujer,Mala
Camisa,Caballero,Azul,Formal,Marca B,1787.58,31,34,35,Medicina,Mujer,Mala
Otros,Dama,Verde,Casual,Marca C,668.66,39,26,26,Medicina,Hombre,Buena
Vestido,Dama,Negro,Deportivo,Marca A,777.38,29,38,50,Ciencias Sociales y Humanidades,Hombre,Mala
Pantalón,Dama,Azul,Deportivo,Marca D,1652.78,39,3,59,Artes,HombreMujer,Mala
Vestido,Caballero,Blanco,Formal,Marca D,1990.71,38,46,37,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Rojo,Formal,Marca D,695.53,32,28,20,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Negro,Casual,Marca C,1108.6,40,23,36,Artes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca C,1666.27,46,12,24,Artes,HombreMujer,Buena
Falda,Dama,Blanco,Casual,Marca D,1734.38,37,41,20,Medicina,HombreMujer,Mala
Otros,Caballero,Blanco,Deportivo,Marca D,1013.75,36,36,37,Educación,Mujer,Mala
Camisa,Caballero,Blanco,Deportivo,Marca C,1970.92,35,39,51,Artes,Hombre,Buena
Chaqueta,Dama,Amarillo,Formal,Marca D,1866.65,38,33,18,Ciencias Sociales y Humanidades,Mujer,Mala
Chaqueta,Dama,Amarillo,Deportivo,Marca B,1081.03,46,48,27,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Negro,Deportivo,Marca C,939.91,31,48,58,Ingeniería,HombreMujer,Buena
Otros,Caballero,Verde,Formal,Marca A,1073.38,33,14,25,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Amarillo,Deportivo,Marca A,905.33,37,35,18,Artes,Mujer,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca C,1397.81,37,24,57,Ingeniería,HombreMujer,Buena
Otros,Caballero,Azul,Deportivo,Marca D,529.24,30,22,60,Ingeniería,HombreMujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca B,553.88,40,45,48,Ingeniería,Hombre,Buena
Camisa,Caballero,Azul,Casual,Marca D,748.01,33,6,65,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Blanco,Casual,Marca A,1273.87,36,15,34,Artes,Hombre,Regular
Falda,Caballero,Rojo,Deportivo,Marca C,696.88,36,18,68,Educación,Hombre,Mala
Chaqueta,Dama,Verde,Formal,Marca D,669.91,46,29,61,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Rojo,Formal,Marca A,1775.22,28,41,60,Educación,HombreMujer,Mala
Camisa,Caballero,Amarillo,Formal,Marca D,1960.41,31,42,39,Educación,Mujer,Buena
Pantalón,Caballero,Rojo,Formal,Marca A,598.01,38,2,47,Ingeniería,Mujer,Buena
Camisa,Dama,Verde,Casual,Marca A,1719.99,29,30,31,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Rojo,Deportivo,Marca B,1035.68,43,27,58,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Caballero,Blanco,Formal,Marca C,1574.58,31,32,34,Artes,HombreMujer,Mala
Otros,Caballero,Blanco,Casual,Marca A,1992.9,46,21,54,Medicina,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca D,1544.89,39,20,52,Artes,Mujer,Mala
Pantalón,Dama,Rojo,Deportivo,Marca B,1797.52,40,44,40,Medicina,Mujer,Mala
Chaqueta,Caballero,Azul,Deportivo,Marca A,1351.9,39,12,36,Medicina,Mujer,Mala
Otros,Dama,Rojo,Formal,Marca A,1977.11,42,12,51,Educación,HombreMujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca A,526.97,36,48,27,Educación,HombreMujer,Buena
Falda,Dama,Azul,Formal,Marca A,1668.14,45,15,62,Medicina,HombreMujer,Regular
Otros,Dama,Amarillo,Formal,Marca D,567.12,31,32,18,Ingeniería,Hombre,Mala
Chaqueta,Dama,Amarillo,Casual,Marca B,578.8,41,17,40,Ciencias Sociales y Humanidades,Hombre,Mala
Camisa,Caballero,Verde,Casual,Marca A,847.92,35,26,29,Ingeniería,HombreMujer,Mala
Otros,Caballero,Amarillo,Formal,Marca C,630.82,36,2,42,Educación,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca A,909.17,44,37,63,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Verde,Formal,Marca B,788.59,38,48,32,Educación,Hombre,Regular
Vestido,Dama,Rojo,Casual,Marca D,1197.59,33,2,35,Artes,HombreMujer,Regular
Otros,Dama,Amarillo,Casual,Marca C,919.96,32,20,51,Educación,Mujer,Mala
Otros,Caballero,Verde,Deportivo,Marca A,1182.02,46,7,67,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Azul,Formal,Marca C,571.5,43,4,38,Artes,HombreMujer,Mala
Vestido,Dama,Verde,Casual,Marca D,1869.38,30,12,27,Medicina,Mujer,Mala
Chaqueta,Dama,Azul,Formal,Marca B,1951.56,46,1,36,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Blanco,Deportivo,Marca A,1061.93,31,33,49,Ingeniería,HombreMujer,Regular
Vestido,Dama,Azul,Casual,Marca A,756.55,29,33,48,Educación,HombreMujer,Buena
Camisa,Dama,Amarillo,Deportivo,Marca D,642.77,41,11,37,Ingeniería,Hombre,Mala
Camisa,Caballero,Negro,Formal,Marca A,962.63,30,31,22,Educación,Mujer,Regular
Falda,Caballero,Amarillo,Formal,Marca A,880.99,33,25,40,Artes,Mujer,Regular
Otros,Dama,Blanco,Formal,Marca B,1969.93,43,15,26,Ingeniería,Mujer,Regular
Otros,Dama,Amarillo,Casual,Marca A,1273.62,40,39,66,Educación,HombreMujer,Mala
Otros,Caballero,Rojo,Deportivo,Marca B,1636.92,34,8,32,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Deportivo,Marca B,1285.55,38,47,66,Educación,Mujer,Mala
Falda,Dama,Amarillo,Casual,Marca D,875.13,46,46,36,Artes,Mujer,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca A,1433.57,29,33,48,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Dama,Azul,Formal,Marca A,1643.53,39,6,53,Ingeniería,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca C,1721.03,38,0,55,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Amarillo,Casual,Marca B,1257.94,33,28,37,Ciencias Sociales y Humanidades,HombreMujer,Buena
Otros,Caballero,Blanco,Casual,Marca D,935.27,36,32,20,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Caballero,Negro,Deportivo,Marca B,1882.67,43,17,31,Educación,Hombre,Mala
Chaqueta,Dama,Azul,Casual,Marca B,1017.78,40,14,27,Ciencias Sociales y Humanidades,HombreMujer,Regular
Camisa,Caballero,Blanco,Casual,Marca B,1290.89,32,10,63,Educación,Mujer,Mala
Pantalón,Caballero,Rojo,Deportivo,Marca A,1008.22,45,27,62,Ciencias Sociales y Humanidades,Hombre,Mala
Otros,Caballero,Amarillo,Casual,Marca C,1026.38,31,15,67,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Dama,Rojo,Formal,Marca A,726.29,46,24,51,Ingeniería,Mujer,Mala
Pantalón,Dama,Rojo,Formal,Marca A,630.65,39,14,48,Artes,Hombre,Buena
Falda,Dama,Blanco,Formal,Marca D,1757.98,29,49,36,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Dama,Negro,Formal,Marca A,1238.16,29,22,64,Educación,HombreMujer,Regular
Pantalón,Caballero,Azul,Deportivo,Marca D,1468.61,44,12,27,Artes,Hombre,Regular
Chaqueta,Dama,Amarillo,Formal,Marca B,1331.7,40,6,67,Artes,HombreMujer,Buena
Pantalón,Caballero,Azul,Casual,Marca C,1045.17,40,36,63,Educación,Hombre,Buena
Camisa,Caballero,Negro,Deportivo,Marca C,1917.51,39,41,33,Artes,Mujer,Buena
Otros,Caballero,Amarillo,Deportivo,Marca B,645.63,38,19,21,Ingeniería,Mujer,Mala
Chaqueta,Caballero,Negro,Deportivo,Marca B,1266.49,35,23,20,Ingeniería,HombreMujer,Regular
Vestido,Dama,Rojo,Deportivo,Marca B,1461.27,38,39,66,Educación,Hombre,Regular
Falda,Dama,Amarillo,Casual,Marca B,1157.85,30,14,31,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Negro,Deportivo,Marca A,636.87,35,10,49,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Dama,Negro,Formal,Marca B,1402.58,37,2,62,Ingeniería,HombreMujer,Mala
Falda,Caballero,Blanco,Formal,Marca A,599.33,31,35,39,Artes,Hombre,Buena
Vestido,Dama,Negro,Deportivo,Marca A,1451.81,34,33,29,Artes,HombreMujer,Regular
Camisa,Caballero,Azul,Deportivo,Marca B,1948.98,32,17,47,Ingeniería,HombreMujer,Mala
Camisa,Dama,Azul,Deportivo,Marca B,1982.51,37,28,54,Medicina,Mujer,Mala
Chaqueta,Caballero,Amarillo,Deportivo,Marca A,1917.93,45,14,26,Medicina,Mujer,Mala
Falda,Dama,Rojo,Casual,Marca A,1044.41,45,28,26,Artes,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca B,1535.54,43,12,55,Artes,HombreMujer,Mala
Falda,Dama,Rojo,Deportivo,Marca C,1097.39,29,0,61,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Verde,Formal,Marca D,1308.97,44,37,25,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Rojo,Casual,Marca A,1724.3,37,48,53,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Caballero,Verde,Formal,Marca A,1217.14,31,45,18,Ciencias Sociales y Humanidades,Mujer,Buena
Vestido,Caballero,Verde,Casual,Marca A,1366.68,40,6,39,Ingeniería,Mujer,Regular
Pantalón,Caballero,Negro,Deportivo,Marca B,1255.83,35,33,22,Ingeniería,Hombre,Regular
Otros,Dama,Blanco,Casual,Marca A,868.9,30,28,52,Educación,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca C,1746.33,35,41,28,Ingeniería,Mujer,Mala
Otros,Dama,Negro,Casual,Marca A,1370.21,28,26,56,Medicina,HombreMujer,Mala
Otros,Caballero,Azul,Deportivo,Marca B,1153.14,37,25,18,Educación,HombreMujer,Regular
Vestido,Dama,Azul,Deportivo,Marca B,700.01,42,27,44,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Rojo,Casual,Marca C,1479.77,29,13,67,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Rojo,Deportivo,Marca D,1455.16,32,48,37,Artes,Mujer,Buena
Camisa,Caballero,Azul,Casual,Marca A,1462.76,28,0,70,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Caballero,Blanco,Casual,Marca C,1951.82,46,27,68,Educación,HombreMujer,Buena
Vestido,Dama,Negro,Casual,Marca D,656.72,45,46,40,Artes,HombreMujer,Regular
Vestido,Dama,Rojo,Casual,Marca C,1941.9,28,49,45,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Caballero,Negro,Deportivo,Marca D,1560.86,40,45,18,Artes,HombreMujer,Buena
Vestido,Caballero,Amarillo,Formal,Marca D,1096.22,42,42,42,Artes,Hombre,Mala
Chaqueta,Dama,Rojo,Formal,Marca D,773.13,36,46,30,Ingeniería,HombreMujer,Regular
Chaqueta,Dama,Amarillo,Casual,Marca B,847.09,38,39,55,Educación,HombreMujer,Mala
Camisa,Caballero,Verde,Casual,Marca A,1892.14,42,33,49,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Amarillo,Casual,Marca A,691.35,28,16,29,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Amarillo,Deportivo,Marca A,1282.47,40,29,49,Artes,Mujer,Buena
Otros,Dama,Azul,Casual,Marca D,610.45,32,24,47,Ingeniería,Mujer,Regular
Vestido,Caballero,Amarillo,Formal,Marca A,1177.79,46,33,36,Medicina,HombreMujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca D,890.15,35,3,32,Ingeniería,HombreMujer,Mala
Vestido,Caballero,Amarillo,Formal,Marca B,1618.22,45,28,19,Medicina,Mujer,Regular
Otros,Dama,Blanco,Deportivo,Marca C,1599.21,39,48,22,Medicina,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca B,1832.51,29,0,41,Educación,Mujer,Regular
Vestido,Caballero,Amarillo,Casual,Marca C,1848.87,34,5,61,Medicina,Mujer,Mala
Chaqueta,Caballero,Azul,Deportivo,Marca C,582.91,32,7,58,Medicina,HombreMujer,Mala
Camisa,Dama,Rojo,Deportivo,Marca A,1753.53,33,24,57,Educación,HombreMujer,Mala
Vestido,Dama,Rojo,Casual,Marca B,821.55,40,4,25,Ciencias Sociales y Humanidades,Mujer,Regular
Falda,Caballero,Azul,Deportivo,Marca C,1146.06,36,17,51,Medicina,HombreMujer,Regular
Falda,Dama,Amarillo,Deportivo,Marca C,1917.72,31,3,51,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Caballero,Verde,Deportivo,Marca A,1061.88,43,29,69,Artes,Mujer,Buena
Otros,Caballero,Amarillo,Formal,Marca B,1092.27,35,34,27,Artes,Mujer,Regular
Camisa,Dama,Negro,Casual,Marca A,682.86,38,27,38,Educación,Hombre,Buena
Vestido,Caballero,Negro,Deportivo,Marca C,1532.61,30,26,64,Ingeniería,HombreMujer,Buena
